"ID"	"ENSEMBLE"	"SYMBOL"	"longname"	"location"	"ENTREZ"
8166104	"NM_003611 "	" OFD1 "	" oral-facial-digital syndrome 1 "	" Xp22 "	" 8481 "
8166124	"NR_110506 "	" UBE2E4P "	" ubiquitin-conjugating enzyme E2E 4 pseudogene "	" Xp22.2 "	" 286480 "
8166127	"NM_001118885 "	" GLRA2 "	" glycine receptor, alpha 2 "	" Xp22.2 "	" 2742 "
8166140	"NM_001177475 "	" MOSPD2 "	" motile sperm domain containing 2 "	" Xp22.2 "	" 158747 "
8166157	"NM_001721 "	" BMX "	" BMX non-receptor tyrosine kinase "	" Xp22.2 "	" 660 "
8166179	"NR_026551 "	" CA5BP1 "	" carbonic anhydrase VB pseudogene 1 "	" Xp22.2 "	" 340591 "
8166182	""	""	""	""	""
8166184	"NM_007220 "	" CA5B "	" carbonic anhydrase VB, mitochondrial "	" Xp21.1 "	" 11238 "
8166195	"AK309673 "	" ZRSR2 "	" zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2 "	" Xp22.1 "	" 8233 "
8166202	"NM_005314 "	" GRPR "	" gastrin-releasing peptide receptor "	" Xp22.2 "	" 2925 "
8166211	"NM_001277307 "	" MAGEB17 "	" melanoma antigen family B, 17 "	" Xp22.2 "	" 645864 "
8166213	"NM_004057 "	" S100G "	" S100 calcium binding protein G "	" Xp22.2 "	" 795 "
8166219	"NM_032796 "	" SYAP1 "	" synapse associated protein 1 "	" Xp22.2 "	" 94056 "
8166230	"NM_001168683 "	" TXLNG "	" taxilin gamma "	" Xp22.2 "	" 55787 "
8166243	"NM_001080975 "	" REPS2 "	" RALBP1 associated Eps domain containing 2 "	" Xp22.2 "	" 9185 "
8166264	""	""	""	""	""
8166266	"NM_001136024 "	" NHS "	" Nance-Horan syndrome (congenital cataracts and dental anomalies) "	" Xp22.13 "	" 4810 "
8166278	"NM_001037535 "	" SCML1 "	" sex comb on midleg-like 1 (Drosophila) "	" Xp22 "	" 6322 "
8166289	"NM_001037343 "	" CDKL5 "	" cyclin-dependent kinase-like 5 "	" Xp22 "	" 6792 "
8166314	"NM_006240 "	" PPEF1 "	" protein phosphatase, EF-hand calcium binding domain 1 "	" Xp22 "	" 5475 "
8166335	"NM_000284 "	" PDHA1 "	" pyruvate dehydrogenase (lipoamide) alpha 1 "	" Xp22.1 "	" 5160 "
8166349	""	""	""	""	""
8166351	"ENST00000517169 "	" RN7SKP183 "	" RNA, 7SK small nuclear pseudogene 183 "	" --- "	" ---"
8166353	"ENST00000383989 "	" RNU6-133P "	" RNA, U6 small nuclear 133, pseudogene "	" --- "	" ---"
8166355	"NM_001168648 "	" CNKSR2 "	" connector enhancer of kinase suppressor of Ras 2 "	" Xp22.12 "	" 22866 "
8166382	"NM_015884 "	" MBTPS2 "	" membrane-bound transcription factor peptidase, site 2 "	" Xp22.12-p22.11 "	" 51360 "
8166398	"NM_206923 "	" YY2 "	" YY2 transcription factor "	" Xp22.2-p22.1 "	" 404281 "
8166402	"NM_001258423 "	" SMS "	" spermine synthase "	" Xp22.1 "	" 6611 "
8166408	"NM_000444 "	" PHEX "	" phosphate regulating endopeptidase homolog, X-linked "	" Xp22.2-p22.1 "	" 5251 "
8166433	"NM_152577 "	" ZNF645 "	" zinc finger protein 645 "	" Xp22.11 "	" 158506 "
8166438	"ENST00000364225 "	" RNU6-266P "	" RNA, U6 small nuclear 266, pseudogene "	" --- "	" ---"
8166440	"NM_182699 "	" DDX53 "	" DEAD (Asp-Glu-Ala-Asp) box polypeptide 53 "	" Xp22.11 "	" 168400 "
8166442	"NM_001040020 "	" FAM3C "	" family with sequence similarity 3, member C "	" 7q31 "	" 10447 "
8166447	"ENST00000379361 "	" PTCHD1 "	" patched domain containing 1 "	" Xp22.11 "	" 139411 "
8166455	"ENST00000379331 "	" PRDX4 "	" peroxiredoxin 4 "	" Xp22.11 "	" 10549 "
8166469	"NM_002970 "	" SAT1 "	" spermidine/spermine N1-acetyltransferase 1 "	" Xp22.1 "	" 6303 "
8166481	"NM_001169574 "	" CXorf58 "	" chromosome X open reading frame 58 "	" Xp22.11 "	" 254158 "
8166493	"NM_001415 "	" EIF2S3 "	" eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa "	" Xp22.2-p22.1 "	" 1968 "
8166498	""	""	""	""	""
8166500	"NM_001178084 "	" ZFX "	" zinc finger protein, X-linked "	" Xp21.3 "	" 7543 "
8166509	"NM_001136233 "	" SUPT20HL2 "	" suppressor of Ty 20 homolog (S. cerevisiae)-like 2 "	" Xp22.11 "	" 170067 "
8166511	"NM_001142386 "	" PDK3 "	" pyruvate dehydrogenase kinase, isozyme 3 "	" Xp22.11 "	" 5165 "
8166525	"NM_016937 "	" POLA1 "	" polymerase (DNA directed), alpha 1, catalytic subunit "	" Xp22.1-p21.3 "	" 5422 "
8166563	"NR_003007 "	" SCARNA23 "	" small Cajal body-specific RNA 23 "	" Xp22.11 "	" 677773 "
8166565	"NM_173699 "	" MAGEB18 "	" melanoma antigen family B, 18 "	" Xp21.3 "	" 286514 "
8166569	"ENST00000416929 "	" MAGEB6P1 "	" melanoma antigen family B, 6 pseudogene 1 "	" --- "	" ---"
8166571	"NM_173523 "	" MAGEB6 "	" melanoma antigen family B, 6 "	" Xp21.3 "	" 158809 "
8166576	"NM_001271752 "	" MAGEB5 "	" melanoma antigen family B, 5 "	" Xp21.3 "	" 347541 "
8166580	"ENST00000415560 "	" HMGA1P1 "	" high mobility group AT-hook 1 pseudogene 1 "	" --- "	" ---"
8166583	"ENST00000516682 "	" RNU1-142P "	" RNA, U1 small nuclear 142, pseudogene "	" --- "	" ---"
8166585	"ENST00000580017 "	" DCAF8L2 "	" DDB1 and CUL4 associated factor 8-like 2 "	" Xp21.3 "	" 347442 "
8166587	"NM_182506 "	" MAGEB10 "	" melanoma antigen family B, 10 "	" Xp21.3 "	" 139422 "
8166593	"NM_014271 "	" IL1RAPL1 "	" interleukin 1 receptor accessory protein-like 1 "	" Xp22.1-p21.3 "	" 11141 "
8166607	""	""	""	""	""
8166609	""	""	""	""	""
8166611	"NM_002364 "	" MAGEB2 "	" melanoma antigen family B, 2 "	" Xp21.3 "	" 4113 "
8166613	"NM_002365 "	" MAGEB3 "	" melanoma antigen family B, 3 "	" Xp21.3 "	" 4114 "
8166619	"NM_002363 "	" MAGEB1 "	" melanoma antigen family B, 1 "	" Xp21.3 "	" 4112 "
8166630	"ENST00000424932 "	" CKS1BP6 "	" CDC28 protein kinase regulatory subunit 1B pseudogene 6 "	" --- "	" ---"
8166632	"NM_000167 "	" GK "	" glycerol kinase "	" Xp21.3 "	" 2710 "
8166657	"ENST00000410990 "	" RNA5SP501 "	" RNA, 5S ribosomal pseudogene 501 "	" --- "	" ---"
8166659	"ENST00000458237 "	" NPM1P8 "	" nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 8 "	" --- "	" ---"
8166661	"ENST00000482930 "	" FTH1P14 "	" ferritin, heavy polypeptide 1 pseudogene 14 "	" --- "	" ---"
8166663	""	""	""	""	""
8166665	"NM_152631 "	" FAM47B "	" family with sequence similarity 47, member B "	" Xp21.1 "	" 170062 "
8166667	"ENST00000479411 "	" SIAH1P1 "	" siah E3 ubiquitin protein ligase 1 pseudogene 1 "	" --- "	" ---"
8166669	"NM_001099921 "	" MAGEB16 "	" melanoma antigen family B, 16 "	" Xp21.1 "	" 139604 "
8166671	"NM_152632 "	" CXorf22 "	" chromosome X open reading frame 22 "	" Xp21.1 "	" 170063 "
8166690	"NM_173695 "	" CHDC2 "	" calponin homology domain containing 2 "	" Xp21.1 "	" 286464 "
8166703	"NM_001013736 "	" FAM47C "	" family with sequence similarity 47, member C "	" Xp21.1 "	" 442444 "
8166705	"NM_000950 "	" PRRG1 "	" proline rich Gla (G-carboxyglutamic acid) 1 "	" Xp21.1 "	" 5638 "
8166712	"NM_001271682 "	" FTH1P18 "	" ferritin, heavy polypeptide 1 pseudogene 18 "	" Xp21.1 "	" 441490 "
8166714	"NM_001170331 "	" LANCL3 "	" LanC lantibiotic synthetase component C-like 3 (bacterial) "	" Xp21.1 "	" 347404 "
8166723	"NM_021083 "	" XK "	" X-linked Kx blood group "	" Xp21.1 "	" 7504 "
8166730	"NM_000397 "	" CYBB "	" cytochrome b-245, beta polypeptide "	" Xp21.1 "	" 1536 "
8166745	"NM_012274 "	" HYPM "	" huntingtin interacting protein M "	" Xp21.1 "	" 25763 "
8166747	"NM_001163334 "	" SYTL5 "	" synaptotagmin-like 5 "	" Xp21.1 "	" 94122 "
8166769	"NM_000531 "	" OTC "	" ornithine carbamoyltransferase "	" Xp21.1 "	" 5009 "
8166784	"NM_004615 "	" TSPAN7 "	" tetraspanin 7 "	" Xp11.4 "	" 7102 "
8166797	"NM_001098790 "	" MID1IP1 "	" MID1 interacting protein 1 "	" Xp11.4 "	" 58526 "
8166805	"NM_005765 "	" ATP6AP2 "	" ATPase, H+ transporting, lysosomal accessory protein 2 "	" Xp11.4 "	" 10159 "
8166817	"NM_001195522 "	" MPC1L "	" mitochondrial pyruvate carrier 1-like "	" Xp11.4 "	" 347411 "
8166819	"ENST00000444706 "	" MKRN4P "	" makorin ring finger protein 4, pseudogene "	" --- "	" ---"
8166824	""	""	""	""	""
8166826	"NM_001039590 "	" USP9X "	" ubiquitin specific peptidase 9, X-linked "	" Xp11.4 "	" 8239 "
8166872	"ENST00000362694 "	" RNA5SP502 "	" RNA, 5S ribosomal pseudogene 502 "	" --- "	" ---"
8166876	"NM_001193416 "	" DDX3X "	" DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked "	" Xp11.3-p11.23 "	" 1654 "
8166899	"NM_022567 "	" NYX "	" nyctalopin "	" Xp11.4 "	" 60506 "
8166906	"NM_001097579 "	" GPR34 "	" G protein-coupled receptor 34 "	" Xp11.4 "	" 2857 "
8166919	"NM_080817 "	" GPR82 "	" G protein-coupled receptor 82 "	" Xp11.4 "	" 27197 "
8166925	"NM_000240 "	" MAOA "	" monoamine oxidase A "	" Xp11.3 "	" 4128 "
8166945	"ENST00000443767 "	" TATDN2P1 "	" TatD DNase domain containing 2 pseudogene 1 "	" --- "	" ---"
8166948	""	""	""	""	""
8166950	"NM_022076 "	" DUSP21 "	" dual specificity phosphatase 21 "	" Xp11.4-p11.23 "	" 63904 "
8166956	"NM_001291415 "	" KDM6A "	" lysine (K)-specific demethylase 6A "	" Xp11.2 "	" 7403 "
8166989	"AK097159 "	" KRBOX4 "	" KRAB box domain containing 4 "	" Xp11.3 "	" 55634 "
8166997	"ENST00000362356 "	" RNU6-50P "	" RNA, U6 small nuclear 50, pseudogene "	" --- "	" ---"
8166999	"NM_019886 "	" CHST7 "	" carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7 "	" Xp11.23 "	" 56548 "
8167006	"NM_006915 "	" RP2 "	" retinitis pigmentosa 2 (X-linked recessive) "	" Xp11.3 "	" 6102 "
8167013	"NM_001077445 "	" JADE3 "	" jade family PHD finger 3 "	" Xp11.23 "	" 9767 "
8167027	"NM_001282848 "	" RGN "	" regucalcin "	" Xp11.3 "	" 9104 "
8167038	"ENST00000383958 "	" RNU6-1189P "	" RNA, U6 small nuclear 1189, pseudogene "	" --- "	" ---"
8167040	"ENST00000364789 "	" RNU12-2P "	" RNA, U12 small nuclear 2, pseudogene "	" --- "	" ---"
8167042	"NM_001204466 "	" RBM10 "	" RNA binding motif protein 10 "	" Xp11.23 "	" 8241 "
8167069	"NM_003334 "	" UBA1 "	" ubiquitin-like modifier activating enzyme 1 "	" Xp11.23 "	" 7317 "
8167099	"NR_024616 "	" INE1 "	" inactivation escape 1 (non-protein coding) "	" Xp11.4-p11.3 "	" 8552 "
8167103	"NM_001170460 "	" CDK16 "	" cyclin-dependent kinase 16 "	" Xp11 "	" 5127 "
8167125	"NM_004651 "	" USP11 "	" ubiquitin specific peptidase 11 "	" Xp11.23 "	" 8237 "
8167150	""	""	""	""	""
8167152	"NM_003446 "	" ZNF157 "	" zinc finger protein 157 "	" Xp11.2 "	" 7712 "
8167161	""	""	""	""	""
8167163	"ENST00000357412 "	" CXorf24 "	" chromosome X open reading frame 24 "	" Xp11.23 "	" 203414 "
8167165	"NM_001256196 "	" ARAF "	" A-Raf proto-oncogene, serine/threonine kinase "	" Xp11.4-p11.2 "	" 369 "
8167185	"ENST00000218388 "	" TIMP1 "	" TIMP metallopeptidase inhibitor 1 "	" Xp11.3-p11.23 "	" 7076 "
8167195	"NR_033924 "	" CXXC1P1 "	" CXXC finger protein 1 pseudogene 1 "	" Xp11.23 "	" 392459 "
8167198	"ENST00000444248 "	" WASF4P "	" WAS protein family, member 4, pseudogene "	" --- "	" ---"
8167201	"NM_007137 "	" ZNF81 "	" zinc finger protein 81 "	" Xp11.23 "	" 347344 "
8167210	"NM_001079900 "	" SPACA5B "	" sperm acrosome associated 5B "	" Xp11.23 "	" 729201 "
8167218	""	""	""	""	""
8167220	"NR_028366 "	" SSX6 "	" synovial sarcoma, X breakpoint 6 (pseudogene) "	" Xp11.2 "	" 280657 "
8167228	"NM_001079900 "	" SPACA5B "	" sperm acrosome associated 5B "	" Xp11.23 "	" 729201 "
8167234	"ENST00000354480 "	" RBM3 "	" RNA binding motif (RNP1, RRM) protein 3 "	" Xp11.2 "	" 5935 "
8167249	"ENST00000517047 "	" RNA5SP503 "	" RNA, 5S ribosomal pseudogene 503 "	" --- "	" ---"
8167251	""	""	""	""	""
8167254	"NM_001278691 "	" SSX1 "	" synovial sarcoma, X breakpoint 1 "	" Xp11.23 "	" 6756 "
8167261	"NM_001034832 "	" SSX4B "	" synovial sarcoma, X breakpoint 4B "	" Xp11.23 "	" 548313 "
8167270	"NM_001282157 "	" FTSJ1 "	" FtsJ RNA methyltransferase homolog 1 (E. coli) "	" Xp11.23 "	" 24140 "
8167287	"NM_001282167 "	" PORCN "	" porcupine homolog (Drosophila) "	" Xp11.23 "	" 64840 "
8167305	"NM_006579 "	" EBP "	" emopamil binding protein (sterol isomerase) "	" Xp11.23-p11.22 "	" 10682 "
8167314	"NM_002536 "	" TBC1D25 "	" TBC1 domain family, member 25 "	" Xp11.23 "	" 4943 "
8167322	"NM_001166426 "	" WDR13 "	" WD repeat domain 13 "	" Xp11.23 "	" 64743 "
8167334	"NM_000377 "	" WAS "	" Wiskott-Aldrich syndrome "	" Xp11.4-p11.21 "	" 7454 "
8167347	"NM_001282166 "	" SUV39H1 "	" suppressor of variegation 3-9 homolog 1 (Drosophila) "	" Xp11.23 "	" 6839 "
8167356	"NM_001080489 "	" GLOD5 "	" glyoxalase domain containing 5 "	" Xp11.23 "	" 392465 "
8167360	"NM_002049 "	" GATA1 "	" GATA binding protein 1 (globin transcription factor 1) "	" Xp11.23 "	" 2623 "
8167369	"ENST00000376610 "	" HDAC6 "	" histone deacetylase 6 "	" Xp11.23 "	" 10013 "
8167407	"NM_181532 "	" ERAS "	" ES cell expressed Ras "	" Xp11.23 "	" 3266 "
8167412	"NM_001032381 "	" PQBP1 "	" polyglutamine binding protein 1 "	" Xp11.23 "	" 10084 "
8167428	""	""	""	""	""
8167430	"NM_001163323 "	" CCDC120 "	" coiled-coil domain containing 120 "	" Xp11.23 "	" 90060 "
8167441	"ENST00000384209 "	" RNU4-52P "	" RNA, U4 small nuclear 52, pseudogene "	" --- "	" ---"
8167443	"NM_001099682 "	" MAGIX "	" MAGI family member, X-linked "	" Xp11.23 "	" 79917 "
8167449	"NM_002668 "	" PLP2 "	" proteolipid protein 2 (colonic epithelium-enriched) "	" Xp11.23 "	" 5355 "
8167457	"NM_014008 "	" CCDC22 "	" coiled-coil domain containing 22 "	" Xp11.23 "	" 28952 "
8167476	"NM_001184745 "	" PPP1R3F "	" protein phosphatase 1, regulatory subunit 3F "	" Xp11.23 "	" 89801 "
8167482	"NM_001098405 "	" GAGE12F "	" G antigen 12F "	" Xp11.23 "	" 100008586 "
8167508	"NM_001098405 "	" GAGE12F "	" G antigen 12F "	" Xp11.23 "	" 100008586 "
8167526	"NM_001098412 "	" GAGE13 "	" G antigen 13 "	" Xp11.23 "	" 645051 "
8167560	"NM_001098405 "	" GAGE12F "	" G antigen 12F "	" Xp11.23 "	" 100008586 "
8167562	"NM_001098405 "	" GAGE12F "	" G antigen 12F "	" Xp11.23 "	" 100008586 "
8167573	"NM_001040663 "	" GAGE1 "	" G antigen 1 "	" Xp11.23 "	" 2543 "
8167575	"NM_001040663 "	" GAGE1 "	" G antigen 1 "	" Xp11.23 "	" 2543 "
8167577	"NM_001040663 "	" GAGE1 "	" G antigen 1 "	" Xp11.23 "	" 2543 "
8167584	"NM_001040663 "	" GAGE1 "	" G antigen 1 "	" Xp11.23 "	" 2543 "
8167592	"NM_007003 "	" PAGE4 "	" P antigen family, member 4 (prostate associated) "	" Xp11.23 "	" 9506 "
8167601	"NM_001145073 "	" USP27X "	" ubiquitin specific peptidase 27, X-linked "	" Xp11.23 "	" 389856"
8167603	"NM_000084 "	" CLCN5 "	" chloride channel, voltage-sensitive 5 "	" Xp11.23-p11.22 "	" 1184 "
8167623	"NR_029708 "	" MIR188 "	" microRNA 188 "	" Xp11.23 "	" 406964 "
8167625	"NM_033031 "	" CCNB3 "	" cyclin B3 "	" Xp11 "	" 85417 "
8167638	"ENST00000410371 "	" RNU6-935P "	" RNA, U6 small nuclear 935, pseudogene "	" --- "	" ---"
8167640	"ENST00000475267 "	" H3F3AP5 "	" H3 histone, family 3A, pseudogene 5 "	" --- "	" ---"
8167642	"NM_005448 "	" BMP15 "	" bone morphogenetic protein 15 "	" Xp11.2 "	" 9210 "
8167645	"NM_153183 "	" NUDT10 "	" nudix (nucleoside diphosphate linked moiety X)-type motif 10 "	" Xp11.23 "	" 170685 "
8167650	"NM_203407 "	" CXorf67 "	" chromosome X open reading frame 67 "	" Xp11.22 "	" 340602 "
8167652	"NR_033772 "	" CENPVP1 "	" centromere protein V pseudogene 1 "	" Xp11.22 "	" 389857 "
8167654	"NM_018094 "	" GSPT2 "	" G1 to S phase transition 2 "	" Xp11.22 "	" 23708 "
8167656	"NM_001005332 "	" MAGED1 "	" melanoma antigen family D, 1 "	" Xp11.23 "	" 9500 "
8167673	"NM_001098800 "	" MAGED4 "	" melanoma antigen family D, 4 "	" Xp11.22 "	" 728239 "
8167690	"ENST00000375625 "	" LOC401589 "	" uncharacterized LOC401589 "	" Xp11.22 "	" 401589 "
8167693	"NM_130777 "	" XAGE2 "	" X antigen family, member 2 "	" Xp11.22 "	" 9502 "
8167701	"NM_001097594 "	" XAGE1B "	" X antigen family, member 1B "	" Xp11.22 "	" 653220 "
8167710	"NM_001097594 "	" XAGE1B "	" X antigen family, member 1B "	" Xp11.22 "	" 653220 "
8167721	"NR_027250 "	" SSX8 "	" synovial sarcoma, X breakpoint 8 "	" Xp11.23 "	" 280659 "
8167726	"ENST00000410676 "	" RNA5SP504 "	" RNA, 5S ribosomal pseudogene 504 "	" --- "	" ---"
8167728	"NM_001164417 "	" SSX2B "	" synovial sarcoma, X breakpoint 2B "	" Xp11.22 "	" 727837 "
8167742	"NM_130775 "	" XAGE5 "	" X antigen family, member 5 "	" Xp11.22 "	" 170627 "
8167749	"NM_001099684 "	" FAM156B "	" family with sequence similarity 156, member B "	" Xp11.22 "	" 727866 "
8167758	"NM_018969 "	" GPR173 "	" G protein-coupled receptor 173 "	" Xp11 "	" 54328 "
8167763	"NM_022117 "	" TSPYL2 "	" TSPY-like 2 "	" Xp11.2 "	" 64061 "
8167772	""	""	""	""	""
8167774	"NM_001031745 "	" RIBC1 "	" RIB43A domain with coiled-coils 1 "	" Xp11.22 "	" 158787 "
8167784	"ENST00000362552 "	" VTRNA3-1P "	" vault RNA 3-1, pseudogene "	" --- "	" ---"
8167786	"ENST00000364748 "	" RNA5SP505 "	" RNA, 5S ribosomal pseudogene 505 "	" --- "	" ---"
8167790	"NM_058163 "	" TSR2 "	" TSR2, 20S rRNA accumulation, homolog (S. cerevisiae) "	" Xp11.22 "	" 90121 "
8167797	"NM_001184819 "	" GNL3L "	" guanine nucleotide binding protein-like 3 (nucleolar)-like "	" Xp11.22 "	" 54552 "
8167815	"NM_014599 "	" MAGED2 "	" melanoma antigen family D, 2 "	" Xp11.2 "	" 10916 "
8167835	"NM_001039705 "	" TRO "	" trophinin "	" Xp11.22-p11.21 "	" 7216 "
8167854	"NM_001271748 "	" APEX2 "	" APEX nuclease (apurinic/apyrimidinic endonuclease) 2 "	" Xp11.21 "	" 27301 "
8167862	"NM_001015038 "	" PAGE2B "	" P antigen family, member 2B "	" Xp11.21 "	" 389860 "
8167866	"NM_207339 "	" PAGE2 "	" P antigen family, member 2 (prostate associated) "	" Xp11.21 "	" 203569 "
8167871	""	""	""	""	""
8167874	""	""	""	""	""
8167876	""	""	""	""	""
8167878	""	""	""	""	""
8167880	"NM_001013435 "	" PAGE5 "	" P antigen family, member 5 (prostate associated) "	" Xp11.21 "	" 90737 "
8167887	"NM_014061 "	" MAGEH1 "	" melanoma antigen family H, 1 "	" Xp11.21 "	" 28986 "
8167893	""	""	""	""	""
8167895	"NM_198451 "	" FOXR2 "	" forkhead box R2 "	" Xp11.21 "	" 139628 "
8167897	"NM_006064 "	" RRAGB "	" Ras-related GTP binding B "	" Xp11.21 "	" 10325 "
8167910	""	""	""	""	""
8167912	"NM_001159296 "	" KLF8 "	" Kruppel-like factor 8 "	" Xp11.21 "	" 11279 "
8167924	"NM_013444 "	" UBQLN2 "	" ubiquilin 2 "	" Xp11.21 "	" 29978 "
8167930	"NM_174912 "	" FAAH2 "	" fatty acid amide hydrolase 2 "	" Xp11.21 "	" 158584 "
8167942	"NM_007157 "	" ZXDB "	" zinc finger, X-linked, duplicated B "	" Xp11.21 "	" 158586 "
8167945	""	""	""	""	""
8167947	""	""	""	""	""
8167949	""	""	""	""	""
8167951	""	""	""	""	""
8167953	"ENST00000475891 "	" RN7SL799P "	" RNA, 7SL, cytoplasmic 799, pseudogene "	" --- "	" ---"
8167957	"NM_001010888 "	" ZC3H12B "	" zinc finger CCCH-type containing 12B "	" Xq12 "	" 340554 "
8167965	"NM_002444 "	" MSN "	" moesin "	" Xq11.1 "	" 4478 "
8167971	"NR_029637 "	" MIR223 "	" microRNA 223 "	" Xq12 "	" 407008 "
8167973	"NM_001130860 "	" HEPH "	" hephaestin "	" Xq11-q12 "	" 9843 "
8167998	"NM_000044 "	" AR "	" androgen receptor "	" Xq12 "	" 367 "
8168016	""	""	""	""	""
8168018	"NM_001195214 "	" YIPF6 "	" Yip1 domain family, member 6 "	" Xq12 "	" 286451 "
8168026	"ENST00000422565 "	" RPL31P63 "	" ribosomal protein L31 pseudogene 63 "	" --- "	" ---"
8168028	"NM_001142503 "	" STARD8 "	" StAR-related lipid transfer (START) domain containing 8 "	" Xq13.1 "	" 9754 "
8168045	"NM_004429 "	" EFNB1 "	" ephrin-B1 "	" Xq12 "	" 1947 "
8168058	"NM_015686 "	" FAM155B "	" family with sequence similarity 155, member B "	" Xq13.1 "	" 27112 "
8168062	"NM_001005609 "	" EDA "	" ectodysplasin A "	" Xq12-q13.1 "	" 1896 "
8168079	""	""	""	""	""
8168081	""	""	""	""	""
8168083	"NM_207320 "	" OTUD6A "	" OTU deubiquitinase 6A "	" Xq13.1 "	" 139562 "
8168085	""	""	""	""	""
8168087	"NM_001551 "	" IGBP1 "	" immunoglobulin (CD79A) binding protein 1 "	" Xq13.1-q13.3 "	" 3476 "
8168098	"NM_198512 "	" DGAT2L6 "	" diacylglycerol O-acyltransferase 2-like 6 "	" Xq13.1 "	" 347516 "
8168107	"NM_001013579 "	" AWAT1 "	" acyl-CoA wax alcohol acyltransferase 1 "	" Xq13.1 "	" 158833 "
8168115	"ENST00000363603 "	" RNA5SP507 "	" RNA, 5S ribosomal pseudogene 507 "	" --- "	" ---"
8168117	"NM_004312 "	" ARR3 "	" arrestin 3, retinal (X-arrestin) "	" Xcen-q21 "	" 407 "
8168135	"NM_001032726 "	" RAB41 "	" RAB41, member RAS oncogene family "	" Xq13.1 "	" 347517 "
8168146	"NM_012310 "	" KIF4A "	" kinesin family member 4A "	" Xq13.1 "	" 24137 "
8168161	"ENST00000364507 "	" RNY4P23 "	" RNA, Ro-associated Y4 pseudogene 23 "	" --- "	" ---"
8168163	"NM_001171191 "	" GDPD2 "	" glycerophosphodiester phosphodiesterase domain containing 2 "	" Xq13.1 "	" 54857 "
8168179	"NM_001166278 "	" DLG3 "	" discs, large homolog 3 (Drosophila) "	" Xq13.1 "	" 1741 "
8168203	"ENST00000363561 "	" RNU4-81P "	" RNA, U4 small nuclear 81, pseudogene "	" --- "	" ---"
8168205	"NM_001170931 "	" FOXO4 "	" forkhead box O4 "	" Xq13.1 "	" 4303 "
8168215	"NM_005120 "	" MED12 "	" mediator complex subunit 12 "	" Xq13 "	" 9968 "
8168264	"NM_001166660 "	" NLGN3 "	" neuroligin 3 "	" Xq13.1 "	" 54413 "
8168274	"NM_000166 "	" GJB1 "	" gap junction protein, beta 1, 32kDa "	" Xq13.1 "	" 2705 "
8168280	"NM_001145408 "	" NONO "	" non-POU domain containing, octamer-binding "	" Xq13.1 "	" 4841 "
8168291	"ENST00000538820 "	" ITGB1BP2 "	" integrin beta 1 binding protein (melusin) 2 "	" Xq12-q13.1 "	" 26548 "
8168303	"NM_001286074 "	" TAF1 "	" TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa "	" Xq13.1 "	" 6872 "
8168316	"NM_181672 "	" OGT "	" O-linked N-acetylglucosamine (GlcNAc) transferase "	" Xq13 "	" 8473 "
8168345	"NM_052957 "	" ACRC "	" acidic repeat containing "	" Xq13.1 "	" 93953 "
8168357	"NM_001029 "	" RPS26 "	" ribosomal protein S26 "	" 12q13 "	" 6231 "
8168359	"NM_001013627 "	" NHSL2 "	" NHS-like 2 "	" Xq13.1 "	" 340527 "
8168362	"NM_207422 "	" FLJ44635 "	" TPT1-like protein "	" Xq13.1 "	" 392490 "
8168366	"ENST00000218432 "	" PIN4 "	" protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) "	" Xq13 "	" 5303 "
8168373	"ENST00000498736 "	" RN7SL388P "	" RNA, 7SL, cytoplasmic 388, pseudogene "	" --- "	" ---"
8168375	"NM_001080851 "	" DMRTC1B "	" DMRT-like family C1B "	" Xq13.2 "	" 728656 "
8168387	"NR_026594 "	" FAM226B "	" family with sequence similarity 226, member B (non-protein coding) "	" Xq13.2 "	" 653687 "
8168391	"NR_026594 "	" FAM226B "	" family with sequence similarity 226, member B (non-protein coding) "	" Xq13.2 "	" 653687 "
8168393	"NM_001012977 "	" PABPC1L2A "	" poly(A) binding protein, cytoplasmic 1-like 2A "	" Xq13.2 "	" 340529 "
8168395	"NM_005193 "	" CDX4 "	" caudal type homeobox 4 "	" Xq13.2 "	" 1046 "
8168399	"NM_001039840 "	" CHIC1 "	" cysteine-rich hydrophobic domain 1 "	" Xq13.2 "	" 53344 "
8168408	"ENST00000495569 "	" FXYD6P3 "	" FXYD domain containing ion transport regulator 6 pseudogene 3 "	" --- "	" ---"
8168412	"ENST00000414209 "	" JPX "	" JPX transcript, XIST activator (non-protein coding) "	" Xq13.2 "	" 554203 "
8168416	"NM_001206426 "	" USMG5 "	" up-regulated during skeletal muscle growth 5 homolog (mouse) "	" 10q24.33 "	" 84833 "
8168420	"NM_203303 "	" ZCCHC13 "	" zinc finger, CCHC domain containing 13 "	" Xq13.2 "	" 389874 "
8168422	"ENST00000474043 "	" RN7SL790P "	" RNA, 7SL, cytoplasmic 790, pseudogene "	" --- "	" ---"
8168424	"NM_006517 "	" SLC16A2 "	" solute carrier family 16, member 2 (thyroid hormone transporter) "	" Xq13.2 "	" 6567 "
8168432	""	""	""	""	""
